Report_Number,Date_Reported,Date_of_Occurrence,Time_of_Occurrence,City,Crime_Code,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Crime_Domain,Police_Deployed,Case_Closed,Date_Case_Closed,Hour,Month,Day_of_Week,Year,Is_Weekend,Day_Name,Season,Time_Bucket,Victim_Age_Group,Weapon_Group,Latitude,Longitude
9137,16-01-2021 16:00,2021-01-15 16:00:00,15-01-2021 21:16,Lucknow,156,PUBLIC INTOXICATION,40,M,Other,Other Crime,6,No,,21,1,4,2021,0,Friday,Winter,Night,Adult,Other,26.8381,80.9346
9138,15-01-2021 19:00,2021-01-15 17:00:00,16-01-2021 16:17,Agra,500,VANDALISM,16,F,Blunt Object,Other Crime,3,No,,16,1,4,2021,0,Friday,Winter,Afternoon,Child,Blunt,27.1753,78.0098
9139,16-01-2021 17:00,2021-01-15 18:00:00,16-01-2021 07:15,Rajkot,341,DRUG OFFENSE,26,F,Firearm,Other Crime,1,Yes,27-02-2021 17:00,7,1,4,2021,0,Friday,Winter,Morning,Young Adult,Firearm,22.3053,70.8028
9140,18-01-2021 06:00,2021-01-15 19:00:00,16-01-2021 03:24,Ludhiana,110,KIDNAPPING,49,F,Unknown,Other Crime,4,Yes,05-03-2021 06:00,3,1,4,2021,0,Friday,Winter,Night,Adult,Unknown,30.909,75.8516
9141,18-01-2021 08:00,2021-01-15 20:00:00,16-01-2021 19:21,Rajkot,538,ARSON,76,M,Blunt Object,Fire Accident,9,Yes,15-03-2021 08:00,19,1,4,2021,0,Friday,Winter,Evening,Senior,Blunt,22.3053,70.8028
9142,16-01-2021 08:00,2021-01-15 21:00:00,15-01-2021 22:27,Bhopal,477,ROBBERY,50,F,Poison,Violent Crime,3,Yes,06-03-2021 08:00,22,1,4,2021,0,Friday,Winter,Night,Adult,Chemical,23.2585,77.402
9143,18-01-2021 16:00,2021-01-15 22:00:00,16-01-2021 18:47,Kanpur,285,IDENTITY THEFT,47,F,Knife,Violent Crime,17,Yes,14-02-2021 16:00,18,1,4,2021,0,Friday,Winter,Evening,Adult,Sharp,26.4609,80.3218
9144,18-01-2021 09:00,2021-01-15 23:00:00,16-01-2021 21:37,Jaipur,393,TRAFFIC VIOLATION,55,M,Other,Traffic Fatality,9,Yes,05-02-2021 09:00,21,1,4,2021,0,Friday,Winter,Night,Adult,Other,26.9155,75.819
9145,16-01-2021 03:00,2021-01-16 00:00:00,16-01-2021 22:29,Agra,176,COUNTERFEITING,10,F,Explosives,Other Crime,4,Yes,07-04-2021 03:00,22,1,5,2021,1,Saturday,Winter,Night,Child,Explosive,27.1753,78.0098
9146,18-01-2021 16:00,2021-01-16 01:00:00,16-01-2021 19:25,Mumbai,456,SEXUAL ASSAULT,38,M,Firearm,Violent Crime,1,Yes,12-11-2021 16:00,19,1,5,2021,1,Saturday,Winter,Evening,Adult,Firearm,19.055,72.8692
9147,17-01-2021 16:00,2021-01-16 02:00:00,16-01-2021 10:51,Patna,177,DRUG OFFENSE,55,F,Poison,Other Crime,9,Yes,03-02-2021 16:00,10,1,5,2021,1,Saturday,Winter,Morning,Adult,Chemical,25.6093,85.1235
9148,16-01-2021 11:00,2021-01-16 03:00:00,17-01-2021 01:07,Ahmedabad,521,TRAFFIC VIOLATION,36,F,Knife,Traffic Fatality,13,No,,1,1,5,2021,1,Saturday,Winter,Night,Adult,Sharp,23.0215,72.5801
9149,18-01-2021 10:00,2021-01-16 04:00:00,17-01-2021 02:36,Delhi,196,EXTORTION,30,F,Unknown,Other Crime,18,Yes,20-03-2021 10:00,2,1,5,2021,1,Saturday,Winter,Night,Adult,Unknown,28.6139,77.209
9150,16-01-2021 10:00,2021-01-16 05:00:00,16-01-2021 21:01,Delhi,108,COUNTERFEITING,74,M,Knife,Other Crime,11,No,,21,1,5,2021,1,Saturday,Winter,Night,Senior,Sharp,28.6139,77.209
9151,18-01-2021 16:00,2021-01-16 06:00:00,16-01-2021 13:11,Mumbai,344,FIREARM OFFENSE,36,F,Explosives,Fire Accident,1,No,,13,1,5,2021,1,Saturday,Winter,Afternoon,Adult,Explosive,19.055,72.8692
9152,16-01-2021 17:00,2021-01-16 07:00:00,16-01-2021 11:51,Kolkata,377,ROBBERY,34,F,Other,Violent Crime,11,Yes,29-05-2021 17:00,11,1,5,2021,1,Saturday,Winter,Morning,Adult,Other,22.5726,88.3639
9153,19-01-2021 02:00,2021-01-16 08:00:00,16-01-2021 15:01,Mumbai,305,SHOPLIFTING,10,F,Explosives,Other Crime,4,Yes,16-04-2021 02:00,15,1,5,2021,1,Saturday,Winter,Afternoon,Child,Explosive,19.055,72.8692
9154,18-01-2021 10:00,2021-01-16 09:00:00,16-01-2021 10:03,Indore,177,ARSON,65,F,Other,Fire Accident,3,No,,10,1,5,2021,1,Saturday,Winter,Morning,Senior,Other,22.7204,75.8682
9155,18-01-2021 09:00,2021-01-16 10:00:00,17-01-2021 06:01,Hyderabad,559,ILLEGAL POSSESSION,54,M,Firearm,Other Crime,7,Yes,22-02-2021 09:00,6,1,5,2021,1,Saturday,Winter,Morning,Adult,Firearm,17.3606,78.4741
9156,17-01-2021 06:00,2021-01-16 11:00:00,16-01-2021 18:29,Kalyan,471,FRAUD,62,M,Blunt Object,Other Crime,8,Yes,09-02-2021 06:00,18,1,5,2021,1,Saturday,Winter,Evening,Senior,Blunt,19.2397,73.1366
9157,16-01-2021 18:00,2021-01-16 12:00:00,16-01-2021 17:48,Hyderabad,564,HOMICIDE,70,M,Unknown,Other Crime,1,Yes,14-06-2022 18:00,17,1,5,2021,1,Saturday,Winter,Evening,Senior,Unknown,17.3606,78.4741
9158,18-01-2021 14:00,2021-01-16 13:00:00,17-01-2021 05:23,Pune,124,PUBLIC INTOXICATION,11,F,Explosives,Other Crime,17,No,,5,1,5,2021,1,Saturday,Winter,Morning,Child,Explosive,18.5214,73.8545
9159,19-01-2021 09:00,2021-01-16 14:00:00,17-01-2021 07:04,Delhi,194,SHOPLIFTING,55,F,Other,Other Crime,10,Yes,07-04-2021 09:00,7,1,5,2021,1,Saturday,Winter,Morning,Adult,Other,28.6139,77.209
9160,18-01-2021 01:00,2021-01-16 15:00:00,16-01-2021 19:29,Ludhiana,122,SEXUAL ASSAULT,15,F,Poison,Violent Crime,17,No,,19,1,5,2021,1,Saturday,Winter,Evening,Child,Chemical,30.909,75.8516
9161,18-01-2021 19:00,2021-01-16 16:00:00,17-01-2021 08:07,Jaipur,413,ILLEGAL POSSESSION,28,M,Knife,Other Crime,11,No,,8,1,5,2021,1,Saturday,Winter,Morning,Young Adult,Sharp,26.9155,75.819
9162,17-01-2021 10:00,2021-01-16 17:00:00,17-01-2021 15:39,Meerut,346,ARSON,64,F,Other,Fire Accident,10,Yes,17-02-2021 10:00,15,1,5,2021,1,Saturday,Winter,Afternoon,Senior,Other,29.0019,77.768
9163,17-01-2021 03:00,2021-01-16 18:00:00,17-01-2021 08:41,Mumbai,138,EXTORTION,59,F,Knife,Other Crime,7,No,,8,1,5,2021,1,Saturday,Winter,Morning,Adult,Sharp,19.055,72.8692
9164,18-01-2021 10:00,2021-01-16 19:00:00,17-01-2021 15:31,Hyderabad,206,DRUG OFFENSE,68,F,Firearm,Other Crime,15,No,,15,1,5,2021,1,Saturday,Winter,Afternoon,Senior,Firearm,17.3606,78.4741
9165,17-01-2021 00:00,2021-01-16 20:00:00,17-01-2021 04:17,Lucknow,195,BURGLARY,59,F,Explosives,Other Crime,10,No,,4,1,5,2021,1,Saturday,Winter,Night,Adult,Explosive,26.8381,80.9346
9166,19-01-2021 02:00,2021-01-16 21:00:00,17-01-2021 14:05,Bangalore,523,DOMESTIC VIOLENCE,69,F,Other,Violent Crime,3,Yes,19-03-2021 02:00,14,1,5,2021,1,Saturday,Winter,Afternoon,Senior,Other,12.9768,77.5901
9167,18-01-2021 22:00,2021-01-16 22:00:00,17-01-2021 18:40,Chennai,451,HOMICIDE,49,F,Knife,Other Crime,11,Yes,07-08-2022 22:00,18,1,5,2021,1,Saturday,Winter,Evening,Adult,Sharp,13.0837,80.2702
9168,17-01-2021 07:00,2021-01-16 23:00:00,17-01-2021 19:36,Ghaziabad,309,HOMICIDE,54,M,Other,Other Crime,4,No,,19,1,5,2021,1,Saturday,Winter,Evening,Adult,Other,28.775,77.4587
9169,19-01-2021 21:00,2021-01-17 00:00:00,17-01-2021 14:58,Pune,293,ROBBERY,37,F,Knife,Violent Crime,12,No,,14,1,6,2021,1,Sunday,Winter,Afternoon,Adult,Sharp,18.5214,73.8545
9170,19-01-2021 15:00,2021-01-17 01:00:00,17-01-2021 11:08,Mumbai,298,VEHICLE - STOLEN,66,M,Knife,Violent Crime,16,No,,11,1,6,2021,1,Sunday,Winter,Morning,Senior,Sharp,19.055,72.8692
9171,18-01-2021 16:00,2021-01-17 02:00:00,17-01-2021 11:45,Bangalore,116,DOMESTIC VIOLENCE,21,M,Explosives,Violent Crime,6,No,,11,1,6,2021,1,Sunday,Winter,Morning,Young Adult,Explosive,12.9768,77.5901
9172,18-01-2021 13:00,2021-01-17 03:00:00,17-01-2021 06:35,Lucknow,207,HOMICIDE,12,M,Explosives,Other Crime,5,No,,6,1,6,2021,1,Sunday,Winter,Morning,Child,Explosive,26.8381,80.9346
9173,19-01-2021 07:00,2021-01-17 04:00:00,18-01-2021 03:05,Delhi,465,FIREARM OFFENSE,12,F,Firearm,Fire Accident,10,No,,3,1,6,2021,1,Sunday,Winter,Night,Child,Firearm,28.6139,77.209
9174,18-01-2021 10:00,2021-01-17 05:00:00,17-01-2021 21:14,Chennai,512,TRAFFIC VIOLATION,71,M,Poison,Traffic Fatality,1,Yes,20-01-2021 10:00,21,1,6,2021,1,Sunday,Winter,Night,Senior,Chemical,13.0837,80.2702
9175,19-01-2021 23:00,2021-01-17 06:00:00,18-01-2021 04:21,Lucknow,558,HOMICIDE,39,F,Explosives,Other Crime,15,Yes,30-03-2022 23:00,4,1,6,2021,1,Sunday,Winter,Night,Adult,Explosive,26.8381,80.9346
9176,19-01-2021 14:00,2021-01-17 07:00:00,17-01-2021 11:58,Hyderabad,489,VEHICLE - STOLEN,74,F,Knife,Violent Crime,4,No,,11,1,6,2021,1,Sunday,Winter,Morning,Senior,Sharp,17.3606,78.4741
9177,19-01-2021 02:00,2021-01-17 08:00:00,17-01-2021 19:20,Surat,557,ARSON,20,F,Blunt Object,Fire Accident,18,Yes,02-03-2021 02:00,19,1,6,2021,1,Sunday,Winter,Evening,Young Adult,Blunt,21.2095,72.8317
9178,20-01-2021 00:00,2021-01-17 09:00:00,18-01-2021 00:36,Surat,272,IDENTITY THEFT,63,M,Other,Violent Crime,9,No,,0,1,6,2021,1,Sunday,Winter,Night,Senior,Other,21.2095,72.8317
9179,19-01-2021 20:00,2021-01-17 10:00:00,18-01-2021 04:41,Mumbai,438,ROBBERY,11,M,Knife,Violent Crime,3,No,,4,1,6,2021,1,Sunday,Winter,Night,Child,Sharp,19.055,72.8692
9180,17-01-2021 15:00,2021-01-17 11:00:00,18-01-2021 05:52,Hyderabad,234,IDENTITY THEFT,22,F,Firearm,Violent Crime,8,Yes,20-03-2021 15:00,5,1,6,2021,1,Sunday,Winter,Morning,Young Adult,Firearm,17.3606,78.4741
9181,18-01-2021 09:00,2021-01-17 12:00:00,17-01-2021 14:29,Pune,200,PUBLIC INTOXICATION,78,M,Unknown,Other Crime,18,Yes,21-01-2021 09:00,14,1,6,2021,1,Sunday,Winter,Afternoon,Senior,Unknown,18.5214,73.8545
9182,19-01-2021 01:00,2021-01-17 13:00:00,18-01-2021 00:40,Mumbai,511,VEHICLE - STOLEN,20,M,Unknown,Violent Crime,2,Yes,13-04-2021 01:00,0,1,6,2021,1,Sunday,Winter,Night,Young Adult,Unknown,19.055,72.8692
9183,17-01-2021 16:00,2021-01-17 14:00:00,18-01-2021 00:44,Pune,440,DOMESTIC VIOLENCE,71,F,Unknown,Violent Crime,16,No,,0,1,6,2021,1,Sunday,Winter,Night,Senior,Unknown,18.5214,73.8545
9184,19-01-2021 15:00,2021-01-17 15:00:00,17-01-2021 22:38,Kolkata,372,BURGLARY,35,F,Poison,Other Crime,8,No,,22,1,6,2021,1,Sunday,Winter,Night,Adult,Chemical,22.5726,88.3639
9185,18-01-2021 23:00,2021-01-17 16:00:00,18-01-2021 11:53,Kolkata,443,BURGLARY,17,F,Other,Other Crime,8,No,,11,1,6,2021,1,Sunday,Winter,Morning,Child,Other,22.5726,88.3639
9186,17-01-2021 22:00,2021-01-17 17:00:00,18-01-2021 13:43,Mumbai,432,SEXUAL ASSAULT,65,F,Unknown,Violent Crime,6,No,,13,1,6,2021,1,Sunday,Winter,Afternoon,Senior,Unknown,19.055,72.8692
9187,19-01-2021 18:00,2021-01-17 18:00:00,18-01-2021 13:39,Kolkata,311,DOMESTIC VIOLENCE,35,F,Poison,Violent Crime,5,No,,13,1,6,2021,1,Sunday,Winter,Afternoon,Adult,Chemical,22.5726,88.3639
9188,19-01-2021 17:00,2021-01-17 19:00:00,17-01-2021 22:58,Mumbai,150,HOMICIDE,77,F,Blunt Object,Other Crime,9,No,,22,1,6,2021,1,Sunday,Winter,Night,Senior,Blunt,19.055,72.8692
9189,18-01-2021 09:00,2021-01-17 20:00:00,18-01-2021 15:59,Pune,561,TRAFFIC VIOLATION,28,F,Firearm,Traffic Fatality,17,Yes,24-01-2021 09:00,15,1,6,2021,1,Sunday,Winter,Afternoon,Young Adult,Firearm,18.5214,73.8545
9190,19-01-2021 16:00,2021-01-17 21:00:00,18-01-2021 19:23,Thane,267,COUNTERFEITING,20,M,Explosives,Other Crime,13,Yes,22-02-2021 16:00,19,1,6,2021,1,Sunday,Winter,Evening,Young Adult,Explosive,19.3654,73.3685
9191,19-01-2021 02:00,2021-01-17 22:00:00,18-01-2021 00:20,Kolkata,388,SEXUAL ASSAULT,35,M,Knife,Violent Crime,7,Yes,05-09-2022 02:00,0,1,6,2021,1,Sunday,Winter,Night,Adult,Sharp,22.5726,88.3639
9192,19-01-2021 08:00,2021-01-17 23:00:00,18-01-2021 16:17,Indore,484,BURGLARY,19,F,Knife,Other Crime,15,No,,16,1,6,2021,1,Sunday,Winter,Afternoon,Young Adult,Sharp,22.7204,75.8682
9193,19-01-2021 20:00,2021-01-18 00:00:00,18-01-2021 23:36,Bangalore,188,SEXUAL ASSAULT,56,M,Poison,Violent Crime,4,Yes,04-12-2021 20:00,23,1,0,2021,0,Monday,Winter,Night,Adult,Chemical,12.9768,77.5901
9194,20-01-2021 14:00,2021-01-18 01:00:00,18-01-2021 19:05,Varanasi,236,ROBBERY,33,F,Other,Violent Crime,19,No,,19,1,0,2021,0,Monday,Winter,Evening,Adult,Other,25.3356,83.0076
9195,20-01-2021 18:00,2021-01-18 02:00:00,18-01-2021 15:43,Ahmedabad,507,VEHICLE - STOLEN,15,F,Poison,Violent Crime,18,Yes,08-03-2021 18:00,15,1,0,2021,0,Monday,Winter,Afternoon,Child,Chemical,23.0215,72.5801
9196,18-01-2021 08:00,2021-01-18 03:00:00,18-01-2021 03:55,Agra,121,DOMESTIC VIOLENCE,35,F,Blunt Object,Violent Crime,17,Yes,13-02-2021 08:00,3,1,0,2021,0,Monday,Winter,Night,Adult,Blunt,27.1753,78.0098
9197,20-01-2021 08:00,2021-01-18 04:00:00,18-01-2021 23:07,Bhopal,170,SEXUAL ASSAULT,48,F,Knife,Violent Crime,12,Yes,14-01-2022 08:00,23,1,0,2021,0,Monday,Winter,Night,Adult,Sharp,23.2585,77.402
9198,19-01-2021 01:00,2021-01-18 05:00:00,18-01-2021 22:37,Nashik,465,IDENTITY THEFT,44,M,Other,Violent Crime,5,No,,22,1,0,2021,0,Monday,Winter,Night,Adult,Other,20.0112,73.7902
9199,20-01-2021 09:00,2021-01-18 06:00:00,19-01-2021 02:26,Ahmedabad,218,COUNTERFEITING,38,M,Other,Other Crime,9,No,,2,1,0,2021,0,Monday,Winter,Night,Adult,Other,23.0215,72.5801
9200,18-01-2021 15:00,2021-01-18 07:00:00,18-01-2021 18:02,Kolkata,304,ARSON,41,F,Blunt Object,Fire Accident,18,Yes,06-03-2021 15:00,18,1,0,2021,0,Monday,Winter,Evening,Adult,Blunt,22.5726,88.3639
9201,20-01-2021 10:00,2021-01-18 08:00:00,19-01-2021 02:48,Mumbai,133,ILLEGAL POSSESSION,77,F,Knife,Other Crime,9,No,,2,1,0,2021,0,Monday,Winter,Night,Senior,Sharp,19.055,72.8692
9202,18-01-2021 21:00,2021-01-18 09:00:00,18-01-2021 22:48,Delhi,367,ARSON,33,M,Unknown,Fire Accident,17,No,,22,1,0,2021,0,Monday,Winter,Night,Adult,Unknown,28.6139,77.209
9203,19-01-2021 04:00,2021-01-18 10:00:00,19-01-2021 00:56,Jaipur,438,IDENTITY THEFT,28,F,Explosives,Violent Crime,16,Yes,08-03-2021 04:00,0,1,0,2021,0,Monday,Winter,Night,Young Adult,Explosive,26.9155,75.819
9204,20-01-2021 20:00,2021-01-18 11:00:00,19-01-2021 03:24,Srinagar,263,ROBBERY,58,F,Unknown,Violent Crime,11,No,,3,1,0,2021,0,Monday,Winter,Night,Adult,Unknown,34.0747,74.8204
9205,19-01-2021 21:00,2021-01-18 12:00:00,19-01-2021 08:25,Kalyan,520,ILLEGAL POSSESSION,33,M,Poison,Other Crime,9,No,,8,1,0,2021,0,Monday,Winter,Morning,Adult,Chemical,19.2397,73.1366
9206,20-01-2021 10:00,2021-01-18 13:00:00,19-01-2021 09:42,Kolkata,551,KIDNAPPING,39,M,Poison,Other Crime,8,No,,9,1,0,2021,0,Monday,Winter,Morning,Adult,Chemical,22.5726,88.3639
9207,21-01-2021 06:00,2021-01-18 14:00:00,19-01-2021 04:33,Delhi,549,VANDALISM,46,F,Other,Other Crime,4,No,,4,1,0,2021,0,Monday,Winter,Night,Adult,Other,28.6139,77.209
9208,20-01-2021 22:00,2021-01-18 15:00:00,19-01-2021 04:11,Visakhapatnam,532,KIDNAPPING,35,F,Poison,Other Crime,7,No,,4,1,0,2021,0,Monday,Winter,Night,Adult,Chemical,17.6936,83.2921
9209,19-01-2021 10:00,2021-01-18 16:00:00,19-01-2021 02:38,Delhi,501,SHOPLIFTING,37,F,Poison,Other Crime,13,No,,2,1,0,2021,0,Monday,Winter,Night,Adult,Chemical,28.6139,77.209
9210,20-01-2021 16:00,2021-01-18 17:00:00,19-01-2021 04:22,Bangalore,398,ROBBERY,17,M,Knife,Violent Crime,14,Yes,17-05-2021 16:00,4,1,0,2021,0,Monday,Winter,Night,Child,Sharp,12.9768,77.5901
9211,19-01-2021 23:00,2021-01-18 18:00:00,19-01-2021 10:28,Chennai,549,VANDALISM,74,F,Poison,Other Crime,3,Yes,16-02-2021 23:00,10,1,0,2021,0,Monday,Winter,Morning,Senior,Chemical,13.0837,80.2702
9212,20-01-2021 06:00,2021-01-18 19:00:00,19-01-2021 06:11,Surat,250,ROBBERY,36,F,Poison,Violent Crime,14,Yes,11-05-2021 06:00,6,1,0,2021,0,Monday,Winter,Morning,Adult,Chemical,21.2095,72.8317
9213,21-01-2021 10:00,2021-01-18 20:00:00,19-01-2021 18:02,Hyderabad,534,TRAFFIC VIOLATION,47,F,Other,Traffic Fatality,18,No,,18,1,0,2021,0,Monday,Winter,Evening,Adult,Other,17.3606,78.4741
9214,19-01-2021 13:00,2021-01-18 21:00:00,19-01-2021 14:43,Indore,450,COUNTERFEITING,73,F,Other,Other Crime,5,Yes,14-03-2021 13:00,14,1,0,2021,0,Monday,Winter,Afternoon,Senior,Other,22.7204,75.8682
9215,19-01-2021 01:00,2021-01-18 22:00:00,19-01-2021 14:04,Ahmedabad,227,VANDALISM,61,F,Unknown,Other Crime,16,No,,14,1,0,2021,0,Monday,Winter,Afternoon,Senior,Unknown,23.0215,72.5801
9216,20-01-2021 07:00,2021-01-18 23:00:00,19-01-2021 19:13,Delhi,212,IDENTITY THEFT,53,F,Firearm,Violent Crime,19,No,,19,1,0,2021,0,Monday,Winter,Evening,Adult,Firearm,28.6139,77.209
9217,20-01-2021 16:00,2021-01-19 00:00:00,19-01-2021 08:12,Hyderabad,302,FIREARM OFFENSE,68,M,Blunt Object,Fire Accident,18,Yes,03-02-2021 16:00,8,1,1,2021,0,Tuesday,Winter,Morning,Senior,Blunt,17.3606,78.4741
9218,19-01-2021 03:00,2021-01-19 01:00:00,19-01-2021 19:18,Nagpur,529,DRUG OFFENSE,64,M,Firearm,Other Crime,15,Yes,06-04-2021 03:00,19,1,1,2021,0,Tuesday,Winter,Evening,Senior,Firearm,21.1498,79.0821
9219,19-01-2021 04:00,2021-01-19 02:00:00,19-01-2021 21:20,Delhi,221,KIDNAPPING,30,F,Other,Other Crime,14,Yes,28-03-2021 04:00,21,1,1,2021,0,Tuesday,Winter,Night,Adult,Other,28.6139,77.209
9220,20-01-2021 11:00,2021-01-19 03:00:00,19-01-2021 06:33,Lucknow,150,DOMESTIC VIOLENCE,29,F,Other,Violent Crime,16,No,,6,1,1,2021,0,Tuesday,Winter,Morning,Young Adult,Other,26.8381,80.9346
9221,21-01-2021 01:00,2021-01-19 04:00:00,19-01-2021 13:00,Pune,267,DRUG OFFENSE,11,F,Explosives,Other Crime,7,Yes,20-03-2021 01:00,13,1,1,2021,0,Tuesday,Winter,Afternoon,Child,Explosive,18.5214,73.8545
9222,19-01-2021 08:00,2021-01-19 05:00:00,19-01-2021 22:08,Mumbai,383,ILLEGAL POSSESSION,44,F,Knife,Other Crime,2,No,,22,1,1,2021,0,Tuesday,Winter,Night,Adult,Sharp,19.055,72.8692
9223,19-01-2021 10:00,2021-01-19 06:00:00,19-01-2021 23:26,Chennai,309,DRUG OFFENSE,63,F,Firearm,Other Crime,19,No,,23,1,1,2021,0,Tuesday,Winter,Night,Senior,Firearm,13.0837,80.2702
9224,20-01-2021 01:00,2021-01-19 07:00:00,19-01-2021 07:24,Kolkata,470,SHOPLIFTING,51,M,Firearm,Other Crime,9,Yes,08-02-2021 01:00,7,1,1,2021,0,Tuesday,Winter,Morning,Adult,Firearm,22.5726,88.3639
9225,20-01-2021 03:00,2021-01-19 08:00:00,20-01-2021 03:27,Mumbai,183,BURGLARY,24,F,Explosives,Other Crime,17,No,,3,1,1,2021,0,Tuesday,Winter,Night,Young Adult,Explosive,19.055,72.8692
9226,21-01-2021 12:00,2021-01-19 09:00:00,20-01-2021 02:51,Delhi,250,HOMICIDE,51,M,Blunt Object,Other Crime,19,Yes,19-06-2022 12:00,2,1,1,2021,0,Tuesday,Winter,Night,Adult,Blunt,28.6139,77.209
9227,22-01-2021 02:00,2021-01-19 10:00:00,20-01-2021 04:19,Pune,570,SEXUAL ASSAULT,20,M,Poison,Violent Crime,12,No,,4,1,1,2021,0,Tuesday,Winter,Night,Young Adult,Chemical,18.5214,73.8545
9228,22-01-2021 08:00,2021-01-19 11:00:00,20-01-2021 03:48,Hyderabad,563,EXTORTION,58,F,Other,Other Crime,8,No,,3,1,1,2021,0,Tuesday,Winter,Night,Adult,Other,17.3606,78.4741
9229,21-01-2021 14:00,2021-01-19 12:00:00,19-01-2021 17:52,Surat,578,FIREARM OFFENSE,20,F,Unknown,Fire Accident,18,No,,17,1,1,2021,0,Tuesday,Winter,Evening,Young Adult,Unknown,21.2095,72.8317
9230,21-01-2021 19:00,2021-01-19 13:00:00,20-01-2021 06:52,Jaipur,577,PUBLIC INTOXICATION,59,M,Unknown,Other Crime,9,Yes,17-02-2021 19:00,6,1,1,2021,0,Tuesday,Winter,Morning,Adult,Unknown,26.9155,75.819
9231,20-01-2021 17:00,2021-01-19 14:00:00,20-01-2021 03:02,Nashik,116,SEXUAL ASSAULT,27,F,Poison,Violent Crime,9,Yes,05-12-2021 17:00,3,1,1,2021,0,Tuesday,Winter,Night,Young Adult,Chemical,20.0112,73.7902
9232,20-01-2021 09:00,2021-01-19 15:00:00,20-01-2021 08:42,Kanpur,585,BURGLARY,15,F,Firearm,Other Crime,3,No,,8,1,1,2021,0,Tuesday,Winter,Morning,Child,Firearm,26.4609,80.3218
9233,20-01-2021 21:00,2021-01-19 16:00:00,20-01-2021 08:39,Kolkata,543,FIREARM OFFENSE,12,F,Poison,Fire Accident,8,No,,8,1,1,2021,0,Tuesday,Winter,Morning,Child,Chemical,22.5726,88.3639
9234,21-01-2021 18:00,2021-01-19 17:00:00,20-01-2021 15:39,Hyderabad,459,TRAFFIC VIOLATION,20,F,Explosives,Traffic Fatality,7,Yes,15-02-2021 18:00,15,1,1,2021,0,Tuesday,Winter,Afternoon,Young Adult,Explosive,17.3606,78.4741
9235,22-01-2021 08:00,2021-01-19 18:00:00,20-01-2021 17:02,Surat,398,DRUG OFFENSE,14,F,Blunt Object,Other Crime,18,Yes,20-04-2021 08:00,17,1,1,2021,0,Tuesday,Winter,Evening,Child,Blunt,21.2095,72.8317
9236,22-01-2021 16:00,2021-01-19 19:00:00,20-01-2021 14:21,Pune,487,DRUG OFFENSE,23,F,Poison,Other Crime,12,No,,14,1,1,2021,0,Tuesday,Winter,Afternoon,Young Adult,Chemical,18.5214,73.8545
9237,22-01-2021 16:00,2021-01-19 20:00:00,19-01-2021 20:34,Hyderabad,330,COUNTERFEITING,58,F,Knife,Other Crime,17,Yes,22-03-2021 16:00,20,1,1,2021,0,Tuesday,Winter,Evening,Adult,Sharp,17.3606,78.4741
9238,20-01-2021 14:00,2021-01-19 21:00:00,20-01-2021 16:13,Thane,474,DOMESTIC VIOLENCE,71,F,Unknown,Violent Crime,13,No,,16,1,1,2021,0,Tuesday,Winter,Afternoon,Senior,Unknown,19.3654,73.3685
9239,20-01-2021 22:00,2021-01-19 22:00:00,19-01-2021 22:37,Mumbai,377,SEXUAL ASSAULT,66,F,Poison,Violent Crime,12,No,,22,1,1,2021,0,Tuesday,Winter,Night,Senior,Chemical,19.055,72.8692
9240,20-01-2021 07:00,2021-01-19 23:00:00,20-01-2021 07:24,Kolkata,261,DRUG OFFENSE,55,F,Blunt Object,Other Crime,8,No,,7,1,1,2021,0,Tuesday,Winter,Morning,Adult,Blunt,22.5726,88.3639
9241,20-01-2021 23:00,2021-01-20 00:00:00,20-01-2021 07:20,Lucknow,248,VANDALISM,54,M,Blunt Object,Other Crime,5,No,,7,1,2,2021,0,Wednesday,Winter,Morning,Adult,Blunt,26.8381,80.9346
9242,21-01-2021 16:00,2021-01-20 01:00:00,20-01-2021 09:59,Delhi,397,COUNTERFEITING,37,F,Other,Other Crime,13,No,,9,1,2,2021,0,Wednesday,Winter,Morning,Adult,Other,28.6139,77.209
9243,21-01-2021 13:00,2021-01-20 02:00:00,21-01-2021 00:08,Ghaziabad,117,DRUG OFFENSE,57,F,Poison,Other Crime,18,Yes,14-03-2021 13:00,0,1,2,2021,0,Wednesday,Winter,Night,Adult,Chemical,28.775,77.4587
9244,22-01-2021 19:00,2021-01-20 03:00:00,20-01-2021 23:27,Surat,567,SHOPLIFTING,72,F,Knife,Other Crime,6,No,,23,1,2,2021,0,Wednesday,Winter,Night,Senior,Sharp,21.2095,72.8317
9245,21-01-2021 21:00,2021-01-20 04:00:00,20-01-2021 22:26,Jaipur,221,HOMICIDE,54,M,Blunt Object,Other Crime,15,Yes,01-12-2022 21:00,22,1,2,2021,0,Wednesday,Winter,Night,Adult,Blunt,26.9155,75.819
9246,21-01-2021 14:00,2021-01-20 05:00:00,20-01-2021 10:12,Mumbai,397,PUBLIC INTOXICATION,41,M,Blunt Object,Other Crime,2,Yes,22-01-2021 14:00,10,1,2,2021,0,Wednesday,Winter,Morning,Adult,Blunt,19.055,72.8692
9247,21-01-2021 18:00,2021-01-20 06:00:00,21-01-2021 05:48,Mumbai,492,FRAUD,60,F,Knife,Other Crime,13,No,,5,1,2,2021,0,Wednesday,Winter,Morning,Senior,Sharp,19.055,72.8692
